puzzle_id,num_words,connection_type,connection_complexity,word_rarity,word_rarity_value,semantic_distance,word_list,timestamp,time_of_day,hints_used,num_players,completions,completion_rate,avg_solve_time,min_solve_time,max_solve_time,median_solve_time,std_solve_time,q1_solve_time,q3_solve_time,difficulty,attempt_count,time_before_first_attempt,hover_count,abandonment_rate,competitiveness_score,frustration_score,satisfaction_score,learning_value,engagement_score,replayability_score,avg_attempts_before_success
P0237,4,conceptual_relation,8,extremely_rare,12,7.98,"countries, furniture, weather",2025-04-02 01:29:38.030718,1,1,90,45,50.0,145.09,84.49,206.39,144.33,25.77,128.79,163.96,hard,3,8.43,4,0.0,9.4,5.24,4.9,3.02,5.89,7.0,2.69
P0238,10,letter_pattern,5,common,2,4.49,"clothing, sports, furniture",2025-03-15 10:54:38.031909,10,1,60,49,82.5,101.86,50.32,184.3,101.97,21.72,88.83,118.29,hard,2,14.22,14,1.67,5.66,3.06,7.0,9.19,7.29,7.76,1.84
P0239,6,homophones,6,rare,8,8.33,"elements, instruments, furniture",2025-03-15 08:55:38.032848,8,2,92,59,65.0,115.53,74.22,196.28,113.14,22.23,101.47,125.15,hard,2,6.91,13,0.0,1.48,4.09,7.78,6.71,5.42,8.78,1.37
P0240,10,conceptual_relation,8,very_common,1,1.41,"body_parts, countries, professions",2025-03-13 01:32:38.034180,1,3,30,23,77.5,85.86,56.93,117.1,82.04,17.02,73.69,101.91,hard,2,16.8,19,0.0,3.88,2.67,8.9,7.04,6.79,5.38,1.44
P0241,9,metaphorical_relation,9,uncommon,6,8.38,"emotions, colors, instruments",2025-04-02 04:42:38.034985,4,3,100,62,62.5,129.97,69.2,187.16,129.42,26.75,112.4,149.02,hard,4,8.06,25,0.0,9.85,5.89,4.43,1.77,5.89,6.94,1.44
P0242,5,metaphorical_relation,9,extremely_rare,12,8.45,"professions, vehicles, animals",2025-04-10 23:36:38.036328,23,3,67,33,50.0,130.99,37.26,197.49,133.33,28.23,110.6,147.24,hard,7,13.19,7,0.0,10.24,7.94,3.03,8.91,6.76,6.19,3.44
P0243,4,conceptual_relation,8,very_common,1,3.37,"professions, colors, sports",2025-03-13 21:43:38.037382,21,0,74,57,77.5,89.2,35.99,140.31,89.59,19.27,77.35,98.72,hard,2,13.79,7,0.0,10.45,4.93,5.15,10.62,8.36,9.79,1.19
P0244,3,metaphorical_relation,9,very_rare,10,4.83,"vehicles, body_parts, emotions",2025-03-22 07:31:38.038405,7,2,51,26,52.5,94.85,36.35,172.46,95.69,25.41,81.72,108.68,hard,2,16.68,9,1.96,9.68,4.17,6.67,11.32,8.22,2.6,1.23
P0245,10,compound_words,7,extremely_rare,12,3.06,"foods, furniture, fruits",2025-03-31 04:29:38.039592,4,1,82,43,52.5,138.78,86.7,208.34,135.1,27.71,121.06,159.13,hard,5,11.6,22,0.0,8.49,4.08,7.15,8.11,7.36,2.98,2.58
P0246,5,synonym_groups,5,common,2,2.64,"sports, animals, instruments",2025-03-11 20:29:38.040975,20,1,78,64,82.5,72.93,42.28,107.33,72.32,15.68,61.33,84.2,medium,1,19.38,6,0.0,8.35,5.87,4.31,8.65,7.18,3.56,1.0
P0247,3,same_category,1,extremely_rare,12,4.24,"weather, vehicles, countries",2025-03-20 06:19:38.042129,6,2,57,38,67.5,87.07,42.29,141.33,84.9,20.02,74.09,97.09,hard,2,14.79,7,0.0,5.33,9.75,1.75,1.17,3.71,4.9,1.02
P0248,8,rhyming_words,7,rare,8,4.42,"countries, fruits, instruments",2025-04-04 18:54:38.043081,18,1,61,38,62.5,112.46,42.75,165.78,116.56,27.51,97.09,129.64,hard,1,15.96,13,0.0,7.59,1.13,9.83,8.81,8.24,6.09,1.0
P0249,6,anagrams,9,somewhat_common,4,1.99,"sports, emotions, colors",2025-03-21 06:13:38.044560,6,1,68,45,67.5,105.43,51.74,161.12,104.26,22.82,93.49,119.7,hard,1,8.71,9,0.0,10.67,9.92,1.0,3.4,5.53,4.04,1.0
P0250,7,homophones,6,very_rare,10,8.21,"sports, furniture, fruits",2025-04-01 10:03:38.046308,10,2,48,28,60.0,111.85,54.28,165.39,107.14,22.07,98.18,131.54,hard,4,9.37,12,0.0,9.37,3.05,8.49,6.49,7.86,9.64,1.71
P0251,8,metaphorical_relation,9,very_common,1,9.03,"furniture, vehicles, professions",2025-04-02 13:11:38.047787,13,3,64,48,75.0,104.71,48.08,152.44,103.62,21.5,87.92,119.72,hard,6,15.49,9,0.0,3.39,10.5,1.0,8.44,4.5,2.12,5.72
P0252,6,begins_with,2,somewhat_common,4,3.01,"fruits, emotions, vehicles",2025-03-15 03:16:38.049118,3,1,39,33,85.0,87.02,56.81,126.76,82.36,19.64,71.4,99.2,hard,1,18.42,14,0.0,6.24,5.71,5.88,7.26,6.79,5.87,1.0
P0253,10,contains_substring,4,rare,8,3.11,"sports, weather, countries",2025-03-22 13:56:38.049904,13,1,45,31,70.0,108.79,63.23,184.84,105.93,26.08,89.33,122.75,hard,2,12.11,14,0.0,8.39,5.01,6.78,9.17,7.79,2.8,1.8
P0254,3,metaphorical_relation,9,very_common,1,7.69,"animals, body_parts, vehicles",2025-03-21 00:14:38.050774,0,0,40,30,75.0,111.89,74.42,161.04,108.77,22.02,96.49,126.54,hard,2,8.17,8,0.0,7.5,1.49,9.15,6.57,7.81,9.47,1.19
P0255,7,multiple_rules,10,somewhat_common,4,3.76,"body_parts, weather, fruits",2025-03-15 17:05:38.051580,17,1,40,26,65.0,111.83,73.77,157.2,110.33,20.74,95.27,129.01,hard,3,10.06,8,0.0,6.36,8.87,3.01,3.84,4.88,9.24,2.39
P0256,6,metaphorical_relation,9,extremely_rare,12,2.74,"fruits, furniture, sports",2025-03-20 20:47:38.052415,20,1,22,11,50.0,120.95,68.55,179.08,122.72,27.44,108.31,135.33,hard,2,17.77,11,0.0,10.01,1.92,8.69,6.23,7.86,11.08,1.67
P0257,4,same_category,1,very_rare,10,7.61,"body_parts, vehicles, countries",2025-03-30 03:37:38.053064,3,3,54,39,72.5,96.63,59.19,167.74,93.91,19.75,83.81,109.73,hard,1,10.98,8,0.0,7.36,8.16,2.8,3.34,5.17,2.25,1.0
P0258,9,synonym_groups,5,very_rare,10,9.26,"instruments, fruits, foods",2025-03-20 05:23:38.053979,5,2,85,53,62.5,142.76,84.97,215.74,143.88,28.02,123.73,165.63,hard,1,9.39,26,0.0,11.33,6.29,4.86,4.39,6.99,2.34,1.0
P0259,6,homophones,6,uncommon,6,1.99,"foods, animals, countries",2025-03-27 18:29:38.055278,18,3,45,31,70.0,70.15,32.58,103.56,71.15,14.45,60.06,81.87,medium,4,19.14,8,0.0,8.29,2.6,9.12,1.94,7.01,11.43,1.44
P0260,10,conceptual_relation,8,very_rare,10,8.36,"weather, colors, sports",2025-04-05 16:34:38.056236,16,3,61,33,55.0,133.33,78.68,194.11,127.86,27.86,115.66,153.13,hard,5,15.23,15,0.0,5.84,2.79,7.85,6.32,6.47,8.76,3.59
P0261,5,syllable_count,4,very_rare,10,7.55,"colors, emotions, animals",2025-03-27 01:49:38.057258,1,2,47,30,65.0,113.72,54.65,173.13,113.21,26.11,95.42,131.26,hard,2,19.83,9,0.0,3.15,5.44,4.76,9.44,5.56,5.48,1.45
P0262,5,anagrams,9,common,2,9.18,"animals, fruits, weather",2025-03-22 18:32:38.058153,18,2,20,14,72.5,107.68,75.52,145.88,105.94,19.9,94.54,121.41,hard,1,6.33,11,0.0,6.93,8.49,2.67,5.95,5.52,8.37,1.0
P0263,10,multiple_rules,10,very_common,1,6.92,"fruits, animals, sports",2025-03-25 12:35:38.058789,12,1,64,46,72.5,123.21,52.63,194.48,126.89,28.34,105.43,139.88,hard,4,13.35,21,0.0,3.4,10.42,1.0,8.14,4.4,3.93,2.47
P0264,9,letter_pattern,5,rare,8,1.39,"professions, animals, weather",2025-03-14 08:15:38.060150,8,3,85,57,67.5,81.78,32.35,137.58,81.72,17.89,67.04,96.29,hard,2,7.4,27,0.0,5.14,3.69,6.6,1.14,5.1,4.2,1.26
P0265,5,synonym_groups,5,common,2,6.9,"colors, countries, fruits",2025-03-28 21:31:38.061384,21,1,34,28,82.5,100.24,59.33,145.48,98.95,20.46,87.74,116.16,hard,1,14.67,11,0.0,6.65,5.95,5.67,8.99,7.14,9.63,1.0
P0266,7,ends_with,3,very_rare,10,5.88,"weather, animals, countries",2025-04-08 21:17:38.062171,21,3,93,62,67.5,93.1,49.67,137.26,94.55,18.34,79.03,107.16,hard,1,13.51,21,0.0,6.78,6.24,5.13,6.18,6.16,8.8,1.0
P0267,9,multiple_rules,10,common,2,8.79,"professions, body_parts, clothing",2025-03-29 07:37:38.063652,7,0,84,58,70.0,157.45,66.54,225.22,157.61,35.6,131.53,183.9,hard,1,5.63,12,0.0,10.65,2.59,7.46,3.74,7.58,2.81,1.0
P0268,7,ends_with,3,extremely_rare,12,1.49,"instruments, sports, weather",2025-04-09 02:21:38.064819,2,2,69,43,62.5,97.15,56.1,148.65,96.97,17.96,85.67,109.32,hard,2,7.49,12,0.0,6.02,8.09,2.55,5.23,4.87,6.11,1.11
P0269,8,ends_with,3,extremely_rare,12,2.1,"foods, sports, professions",2025-03-16 00:21:38.065857,0,1,58,36,62.5,100.91,56.93,167.08,102.42,20.96,86.65,112.76,hard,2,6.79,8,0.0,10.55,7.38,2.73,7.09,6.65,3.17,1.75
P0270,6,metaphorical_relation,9,rare,8,3.11,"countries, foods, furniture",2025-03-20 23:32:38.066832,23,0,32,18,57.5,139.75,95.31,197.97,135.03,29.5,118.69,152.88,hard,7,8.22,6,0.0,6.6,8.13,3.76,5.01,5.26,5.65,4.97
P0271,3,same_category,1,uncommon,6,6.02,"weather, foods, animals",2025-03-29 00:16:38.067600,0,0,74,61,82.5,84.42,45.49,130.78,83.47,19.09,72.8,96.6,hard,1,12.44,9,0.0,10.98,1.33,9.94,8.21,9.57,4.05,1.0
P0272,10,metaphorical_relation,9,common,2,4.6,"elements, fruits, countries",2025-03-13 03:22:38.068636,3,1,48,34,72.5,136.47,97.07,213.5,136.15,22.23,119.08,148.97,hard,1,5.66,18,0.0,9.66,9.8,1.0,3.62,5.37,1.24,1.0
P0273,10,homophones,6,extremely_rare,12,1.32,"colors, fruits, body_parts",2025-04-08 03:38:38.069506,3,1,85,46,55.0,130.81,61.51,188.03,129.27,25.45,113.0,148.19,hard,3,5.16,21,0.0,5.79,8.69,1.93,4.27,4.27,4.98,2.38
P0274,4,syllable_count,4,very_rare,10,3.72,"foods, fruits, vehicles",2025-03-31 23:20:38.070662,23,0,67,43,65.0,115.78,74.75,164.23,115.76,18.09,104.89,127.37,hard,2,9.6,4,0.0,6.48,5.62,4.79,7.16,6.11,9.42,1.31
P0275,6,anagrams,9,common,2,7.68,"body_parts, emotions, professions",2025-03-25 10:23:38.071638,10,3,31,22,72.5,87.29,41.45,130.02,88.33,21.97,75.82,99.62,hard,3,14.47,7,0.0,9.36,3.35,8.22,6.59,8.04,5.78,2.96
P0276,4,conceptual_relation,8,very_rare,10,5.54,"colors, weather, emotions",2025-03-24 10:03:38.072350,10,0,100,55,55.0,123.34,58.05,188.3,122.82,26.38,105.79,138.41,hard,1,8.31,12,0.0,10.05,9.67,2.18,3.97,5.57,7.56,1.0
P0277,8,synonym_groups,5,very_common,1,4.36,"emotions, professions, animals",2025-03-20 08:48:38.073601,8,1,90,76,85.0,92.62,53.81,131.94,92.85,17.63,75.84,105.14,hard,2,8.46,12,0.0,12.1,7.32,3.4,8.83,8.12,3.31,1.13
P0278,3,conceptual_relation,8,rare,8,4.23,"sports, weather, body_parts",2025-03-19 03:35:38.074825,3,2,100,60,60.0,101.2,43.83,168.64,102.38,22.79,87.44,114.13,hard,2,11.48,7,0.0,3.3,9.87,1.0,3.56,3.2,3.44,1.3
P0279,10,multiple_rules,10,uncommon,6,8.79,"weather, fruits, sports",2025-03-24 19:15:38.076157,19,1,100,60,60.0,151.71,87.02,250.27,153.5,31.24,129.42,169.15,hard,4,14.49,24,0.0,3.22,8.48,3.26,6.69,4.48,5.85,1.59
P0280,3,antonym_groups,6,somewhat_common,4,3.29,"elements, weather, colors",2025-04-09 11:29:38.077443,11,2,39,29,75.0,67.97,35.67,89.19,69.24,13.05,58.72,77.65,medium,2,17.99,9,0.0,7.92,3.92,6.65,5.65,7.0,5.61,1.19
P0281,8,conceptual_relation,8,uncommon,6,7.3,"furniture, fruits, countries",2025-03-26 09:56:38.078238,9,2,39,25,65.0,116.23,80.13,182.82,110.59,25.02,95.8,133.8,hard,2,8.34,22,0.0,7.13,8.27,2.68,5.58,5.36,3.76,1.67
P0282,5,antonym_groups,6,very_common,1,1.4,"weather, animals, professions",2025-03-31 20:32:38.078986,20,3,70,57,82.5,55.33,25.63,88.57,54.99,13.2,45.84,62.52,medium,4,6.15,14,0.0,7.62,5.75,6.04,5.69,6.89,8.07,1.79
P0283,8,metaphorical_relation,9,very_rare,10,2.23,"clothing, fruits, weather",2025-03-12 05:19:38.080040,5,3,38,19,52.5,108.7,60.3,163.4,111.52,23.56,86.01,123.99,hard,3,14.54,14,0.0,9.34,10.18,1.76,7.15,5.81,6.28,2.03
P0284,3,ends_with,3,rare,8,5.46,"elements, weather, foods",2025-03-14 18:48:38.080789,18,2,51,36,72.5,79.08,44.28,113.29,80.33,16.72,64.99,89.64,medium,1,13.08,4,0.0,4.07,1.16,9.2,8.58,7.15,4.33,1.0
P0285,8,same_category,1,common,2,1.37,"vehicles, weather, emotions",2025-04-06 08:17:38.081649,8,0,60,55,92.5,69.7,39.58,100.7,69.73,14.53,59.83,76.44,medium,1,13.98,10,0.0,2.51,9.09,2.54,2.53,3.87,2.87,1.0
P0286,4,syllable_count,4,uncommon,6,2.24,"professions, foods, countries",2025-04-08 04:20:38.082564,4,2,67,50,75.0,73.64,36.14,104.49,73.09,14.42,64.54,85.8,medium,3,10.11,6,0.0,4.5,4.15,7.03,5.04,5.97,6.46,2.66
P0287,7,contains_substring,4,somewhat_common,4,4.06,"instruments, clothing, furniture",2025-03-11 13:42:38.083603,13,3,58,46,80.0,69.12,29.71,108.0,70.21,15.84,59.49,80.03,medium,2,15.28,17,0.0,11.14,6.12,4.33,6.74,7.59,1.77,1.24
P0288,3,metaphorical_relation,9,very_rare,10,7.01,"body_parts, clothing, elements",2025-03-21 01:29:38.084554,1,2,84,44,52.5,126.12,62.94,173.53,126.41,24.43,106.3,143.9,hard,4,7.29,6,0.0,9.64,10.41,1.31,6.28,5.59,2.67,2.82
P0289,7,multiple_rules,10,extremely_rare,12,6.42,"body_parts, fruits, weather",2025-03-17 18:52:38.085757,18,1,56,28,50.0,142.58,83.5,190.34,144.39,27.07,126.18,161.45,hard,2,11.82,19,0.0,3.92,1.86,9.57,3.83,5.81,3.81,1.9
P0290,9,antonym_groups,6,very_common,1,2.83,"colors, professions, furniture",2025-03-17 12:25:38.086656,12,2,32,26,82.5,77.24,53.95,106.43,75.0,14.41,66.24,86.28,medium,3,16.99,19,0.0,6.5,9.14,1.57,8.39,5.75,5.53,1.89
P0291,8,ends_with,3,rare,8,3.25,"body_parts, clothing, fruits",2025-03-26 13:31:38.087365,13,1,40,29,72.5,93.19,38.56,141.08,94.25,19.96,79.17,106.46,hard,1,19.99,9,0.0,8.66,9.2,1.0,8.9,6.13,4.72,1.0
P0292,4,metaphorical_relation,9,somewhat_common,4,7.41,"emotions, foods, professions",2025-04-04 13:01:38.088159,13,2,56,37,67.5,98.56,54.82,132.96,99.42,17.47,88.11,108.03,hard,1,15.39,6,0.0,3.1,9.49,2.43,3.04,3.62,8.45,1.0
P0293,10,ends_with,3,somewhat_common,4,7.96,"colors, elements, emotions",2025-04-05 21:45:38.089068,21,3,83,68,82.5,99.45,31.77,147.82,98.86,22.45,88.06,113.01,hard,2,7.34,10,0.0,11.82,9.97,1.0,5.61,6.62,8.82,1.85
P0294,9,syllable_count,4,extremely_rare,12,8.55,"clothing, fruits, elements",2025-03-11 02:30:38.090509,2,0,76,45,60.0,178.26,111.04,260.94,171.96,33.94,152.24,203.57,hard,3,10.24,10,0.0,2.55,8.48,1.83,2.39,2.99,3.8,2.94
P0295,10,antonym_groups,6,common,2,9.26,"body_parts, clothing, elements",2025-03-22 22:51:38.091702,22,3,72,57,80.0,109.78,46.1,186.2,108.44,24.89,96.01,122.98,hard,4,12.0,17,0.0,7.68,6.35,4.07,7.68,6.66,6.97,3.64
P0296,8,conceptual_relation,8,very_common,1,2.37,"foods, colors, weather",2025-04-05 01:58:38.093126,1,3,36,27,77.5,89.45,45.32,132.27,88.69,17.81,78.05,102.01,hard,3,10.81,8,0.0,8.58,9.47,1.6,3.12,5.23,6.75,1.13
P0297,4,begins_with,2,very_common,1,8.93,"colors, weather, fruits",2025-03-17 09:43:38.093872,9,3,30,27,92.5,66.85,42.01,101.63,68.24,13.56,56.22,75.38,medium,1,14.53,8,0.0,5.16,7.31,3.21,2.15,4.79,9.83,1.0
P0298,7,begins_with,2,rare,8,6.31,"countries, colors, weather",2025-03-13 03:43:38.094571,3,3,80,60,75.0,99.07,59.5,162.44,98.99,19.74,86.69,112.3,hard,2,13.29,18,0.0,1.56,9.1,1.65,4.41,3.34,5.51,1.12
P0299,9,ends_with,3,very_common,1,3.77,"furniture, instruments, weather",2025-03-25 02:51:38.095706,2,2,88,79,90.0,87.32,41.12,140.58,86.04,19.36,76.08,95.57,hard,1,9.43,9,0.0,11.47,7.19,3.23,3.29,6.87,4.81,1.0
P0300,3,syllable_count,4,rare,8,1.05,"colors, animals, vehicles",2025-03-14 03:31:38.096926,3,0,87,60,70.0,86.25,46.44,123.82,83.56,18.58,73.39,99.78,hard,3,19.63,3,0.0,11.54,5.1,4.92,8.81,8.1,7.15,2.51
P0301,4,compound_words,7,rare,8,8.64,"weather, furniture, body_parts",2025-04-01 02:26:38.098127,2,2,99,61,62.5,122.35,66.08,179.78,116.68,24.75,105.35,141.46,hard,1,6.24,7,0.0,6.43,3.1,8.87,4.35,6.71,9.66,1.0
P0302,5,anagrams,9,very_rare,10,1.08,"colors, sports, body_parts",2025-03-11 12:23:38.099443,12,3,68,35,52.5,75.92,34.96,127.01,75.44,17.01,64.13,86.7,medium,5,9.1,11,0.0,5.91,8.11,3.0,7.58,5.24,7.13,2.73
P0303,6,compound_words,7,common,2,4.11,"furniture, professions, countries",2025-04-01 16:58:38.100494,16,0,33,25,77.5,96.1,63.73,142.09,94.75,17.02,87.1,102.56,hard,5,17.58,6,0.0,3.16,3.25,7.31,6.44,5.98,4.76,2.79
P0304,8,conceptual_relation,8,somewhat_common,4,9.85,"furniture, emotions, clothing",2025-04-10 20:03:38.101209,20,3,76,53,70.0,115.79,69.91,178.68,115.16,21.8,98.83,129.27,hard,3,13.87,15,0.0,2.44,3.42,7.19,9.92,6.27,10.29,1.27
P0305,8,ends_with,3,very_rare,10,4.06,"elements, furniture, emotions",2025-04-05 09:08:38.102313,9,0,88,59,67.5,115.69,55.47,176.62,116.9,24.92,100.34,132.59,hard,1,9.34,19,0.0,4.01,9.34,1.6,4.88,4.01,1.13,1.0
P0306,5,antonym_groups,6,rare,8,2.84,"instruments, elements, fruits",2025-04-01 10:28:38.103473,10,2,46,29,65.0,74.72,43.25,122.18,73.33,17.3,63.94,83.31,medium,3,18.17,10,0.0,4.15,8.79,1.43,5.66,4.11,1.58,1.62
P0307,3,antonym_groups,6,somewhat_common,4,1.34,"weather, vehicles, foods",2025-04-01 11:40:38.104305,11,2,88,66,75.0,57.16,27.55,87.56,55.2,12.14,48.81,64.76,medium,4,11.38,9,0.0,8.36,6.2,3.94,6.13,6.42,7.56,3.94
P0308,7,same_category,1,very_common,1,9.19,"instruments, sports, emotions",2025-03-30 00:12:38.105519,0,2,36,34,95.0,89.93,54.38,139.0,83.84,20.41,75.89,102.46,hard,2,8.82,18,0.0,8.88,1.88,8.99,9.82,9.22,6.18,1.11
P0309,6,antonym_groups,6,extremely_rare,12,9.56,"foods, countries, vehicles",2025-03-19 02:19:38.106271,2,0,71,39,55.0,175.5,86.26,261.7,176.41,33.01,151.2,199.95,hard,1,5.76,8,0.0,4.54,4.37,7.14,1.96,5.0,8.89,1.0
P0310,9,synonym_groups,5,extremely_rare,12,9.74,"weather, clothing, furniture",2025-03-20 19:53:38.107269,19,3,22,12,57.5,132.51,93.04,203.04,128.46,26.23,111.57,151.02,hard,1,9.25,18,0.0,7.03,7.17,3.7,7.77,5.92,8.47,1.0
P0311,7,antonym_groups,6,common,2,5.67,"foods, furniture, fruits",2025-03-31 01:56:38.107908,1,1,70,56,80.0,112.21,44.52,197.63,112.91,26.53,96.98,126.85,hard,2,19.43,17,0.0,3.8,5.52,6.18,2.72,5.14,2.67,1.46
P0312,9,metaphorical_relation,9,extremely_rare,12,6.89,"vehicles, body_parts, colors",2025-03-26 23:50:38.108918,23,1,93,46,50.0,163.86,82.91,246.47,163.52,33.62,140.44,183.47,hard,6,17.36,27,0.0,10.56,2.03,9.75,10.93,9.28,5.98,1.07
P0313,10,contains_substring,4,extremely_rare,12,2.84,"elements, countries, professions",2025-03-12 22:31:38.110191,22,0,63,37,60.0,130.21,71.79,197.73,131.25,25.62,113.86,145.61,hard,3,18.18,29,0.0,5.31,2.23,9.75,1.43,6.0,7.82,1.52
P0314,9,rhyming_words,7,uncommon,6,3.11,"clothing, professions, colors",2025-03-12 14:24:38.111138,14,0,37,24,67.5,121.05,82.78,169.99,121.4,19.67,107.58,131.81,hard,4,15.53,18,0.0,4.12,10.6,1.0,6.79,4.25,8.02,3.2
P0315,7,begins_with,2,extremely_rare,12,1.02,"instruments, countries, weather",2025-03-30 16:48:38.111861,16,1,88,57,65.0,85.51,19.11,142.93,86.0,18.46,73.33,97.22,hard,2,10.71,12,0.0,11.53,6.47,4.13,9.71,7.94,7.61,1.34
P0316,5,conceptual_relation,8,very_rare,10,1.98,"countries, body_parts, furniture",2025-03-11 23:52:38.113048,23,0,50,27,55.0,128.94,81.17,202.95,128.92,25.95,110.32,150.57,hard,3,19.58,12,0.0,5.09,6.66,4.2,8.2,5.53,7.61,1.58
P0317,9,begins_with,2,somewhat_common,4,7.59,"body_parts, elements, weather",2025-03-21 23:20:38.113922,23,2,26,22,85.0,118.82,60.41,169.78,121.81,21.95,104.73,129.92,hard,2,16.53,10,0.0,7.83,8.0,3.14,8.28,6.65,4.69,1.52
P0318,4,anagrams,9,common,2,6.8,"emotions, foods, instruments",2025-03-14 04:32:38.114574,4,1,45,32,72.5,120.78,55.79,174.0,124.76,26.1,98.47,137.65,hard,3,16.93,10,0.0,5.29,5.6,5.16,4.29,5.44,8.92,1.47
P0319,4,ends_with,3,uncommon,6,5.47,"furniture, instruments, colors",2025-03-27 19:17:38.115448,19,0,42,32,77.5,94.3,29.93,140.81,95.52,22.81,84.21,104.39,hard,2,16.59,12,0.0,3.86,3.48,7.24,6.02,6.08,1.48,1.4
P0320,4,multiple_rules,10,extremely_rare,12,9.9,"elements, clothing, colors",2025-03-28 08:21:38.116212,8,3,55,27,50.0,119.2,76.33,176.55,120.05,26.19,100.29,140.96,hard,1,5.59,6,0.0,4.28,5.4,5.52,11.96,6.33,9.06,1.0
P0321,4,same_category,1,somewhat_common,4,7.11,"sports, body_parts, animals",2025-04-09 22:25:38.117149,22,1,100,87,87.5,81.54,34.0,125.56,82.07,18.5,68.63,93.58,hard,2,15.46,11,0.0,4.5,4.56,5.95,8.2,6.52,10.4,1.9
P0322,5,syllable_count,4,very_common,1,2.73,"foods, weather, countries",2025-03-11 19:14:38.118460,19,3,82,71,87.5,55.17,22.27,104.11,55.78,14.4,45.33,61.83,medium,1,10.39,11,1.22,11.44,8.08,3.1,7.68,7.65,8.17,1.0
P0323,3,begins_with,2,rare,8,7.77,"animals, weather, elements",2025-03-14 08:02:38.119613,8,1,88,66,75.0,94.7,50.07,144.82,90.66,19.79,82.72,111.47,hard,1,13.52,7,0.0,2.45,4.11,6.4,9.92,6.14,6.01,1.0
P0324,6,antonym_groups,6,common,2,3.93,"fruits, professions, animals",2025-03-31 18:35:38.120792,18,1,26,20,80.0,83.55,28.89,119.07,81.69,18.42,77.39,93.25,hard,4,12.71,7,0.0,12.33,11.31,1.0,9.05,7.41,10.08,3.38
P0325,3,synonym_groups,5,very_common,1,4.35,"animals, fruits, instruments",2025-04-03 06:18:38.121436,6,1,66,56,85.0,80.66,44.46,139.89,80.79,17.76,67.14,90.87,hard,1,15.71,8,0.0,9.91,5.91,4.85,3.21,6.77,1.16,1.0
P0326,4,conceptual_relation,8,very_common,1,4.44,"emotions, instruments, vehicles",2025-04-04 20:33:38.122415,20,0,60,46,77.5,94.59,45.25,130.75,96.31,20.96,76.55,111.58,hard,3,14.91,7,0.0,9.4,6.36,5.56,4.23,6.88,6.98,2.25
P0327,4,metaphorical_relation,9,extremely_rare,12,3.87,"vehicles, weather, colors",2025-04-10 14:08:38.123287,14,1,97,48,50.0,107.06,55.69,194.9,105.72,25.14,87.65,125.4,hard,2,11.32,11,1.03,12.3,5.16,5.79,12.28,8.88,9.36,1.61
P0328,8,compound_words,7,very_rare,10,7.79,"elements, professions, furniture",2025-03-23 20:18:38.124484,20,3,78,44,57.5,115.11,65.37,177.61,113.89,24.95,99.38,132.36,hard,1,8.7,9,0.0,5.67,4.66,5.91,4.69,5.56,4.4,1.0
P0329,5,same_category,1,rare,8,8.03,"sports, foods, animals",2025-03-19 04:09:38.125616,4,1,89,68,77.5,111.37,58.55,158.75,111.05,21.67,98.46,124.3,hard,1,18.29,8,0.0,7.24,8.8,2.2,5.8,5.54,6.65,1.0
P0330,9,antonym_groups,6,uncommon,6,5.31,"foods, vehicles, clothing",2025-03-18 08:41:38.126819,8,2,33,23,70.0,115.39,66.76,155.76,114.96,21.89,104.58,133.58,hard,3,5.64,24,0.0,2.52,8.21,2.62,3.96,3.73,2.09,2.52
P0331,10,conceptual_relation,8,rare,8,4.31,"colors, countries, foods",2025-03-20 03:33:38.127567,3,0,30,18,60.0,162.08,117.74,222.01,158.52,27.63,141.72,182.97,hard,5,18.16,11,0.0,1.48,5.85,5.61,4.99,4.33,8.87,1.5
P0332,9,antonym_groups,6,rare,8,7.3,"weather, furniture, vehicles",2025-03-11 12:47:38.128255,12,3,89,57,65.0,104.04,41.87,160.33,103.32,24.91,88.41,120.66,hard,2,18.59,10,0.0,6.64,5.2,6.74,9.66,7.24,8.87,1.48
P0333,5,letter_pattern,5,somewhat_common,4,8.9,"colors, clothing, countries",2025-03-16 03:11:38.129461,3,2,71,55,77.5,109.61,47.4,168.89,106.14,25.12,96.19,125.9,hard,2,7.43,5,0.0,3.29,3.15,7.36,2.94,5.33,9.82,1.41
P0334,4,metaphorical_relation,9,rare,8,7.87,"professions, clothing, furniture",2025-04-09 01:22:38.130505,1,3,65,37,57.5,111.25,50.75,161.77,112.33,21.09,97.38,126.03,hard,7,15.07,8,0.0,9.2,5.27,5.83,10.18,7.69,8.26,5.18
P0335,5,metaphorical_relation,9,uncommon,6,5.14,"clothing, animals, vehicles",2025-04-08 11:07:38.131592,11,3,39,24,62.5,91.09,33.14,127.77,90.8,17.9,78.79,101.63,hard,4,12.23,13,0.0,6.19,9.4,2.23,6.88,5.15,2.11,3.09
P0336,10,homophones,6,somewhat_common,4,3.75,"colors, vehicles, furniture",2025-04-05 00:35:38.132405,0,0,86,64,75.0,123.22,50.18,184.06,123.66,25.54,110.22,139.12,hard,3,5.47,12,0.0,4.52,7.71,2.58,1.95,4.02,8.97,1.81
P0337,8,rhyming_words,7,uncommon,6,2.06,"animals, colors, fruits",2025-04-05 11:05:38.133551,11,2,31,20,67.5,89.09,46.51,133.51,82.28,22.11,73.96,101.48,hard,3,11.07,17,0.0,9.15,10.07,1.0,2.86,4.97,8.34,2.17
